DateTimeHOBO_UTC,Temp_Inc,Light_Inc,,
2/3/2020 22:13,13.6,79, , 
2/3/2020 22:18,13.6,41, , 
2/3/2020 22:23,13.51,27, , 
2/3/2020 22:28,13.47,23, , 
2/3/2020 22:33,13.47,21, , 
2/3/2020 22:38,13.38,21, , 
2/3/2020 22:43,13.34,20, , 
2/3/2020 22:48,13.25,20, , 
2/3/2020 22:53,12.95,1, , 
2/3/2020 22:58,12.78,1, , 
2/3/2020 23:03,12.52,1, , 
2/3/2020 23:08,12.35,1, , 
2/3/2020 23:13,12.27,1, , 
2/3/2020 23:18,12.31,1, , 
2/3/2020 23:23,12.18,1, , 
2/3/2020 23:28,12.14,1, , 
2/3/2020 23:33,12.05,1, , 
2/3/2020 23:38,12.01,1, , 
2/3/2020 23:43,12.01,1, , 
2/3/2020 23:48,12.01,1, , 
2/3/2020 23:53,11.97,1, , 
2/3/2020 23:58,12.1,1, , 
2/4/2020 0:03,12.1,1, , 
2/4/2020 0:08,12.1,1, , 
2/4/2020 0:13,12.05,1, , 
2/4/2020 0:18,12.1,2, , 
2/4/2020 0:23,12.14,1, , 
2/4/2020 0:28,12.1,1, , 
2/4/2020 0:33,12.14,1, , 
2/4/2020 0:38,12.14,1, , 
2/4/2020 0:43,12.31,1, , 
2/4/2020 0:48,12.48,1, , 
2/4/2020 0:53,12.57,1, , 
2/4/2020 0:58,12.65,1, , 
2/4/2020 1:03,12.65,1, , 
2/4/2020 1:08,12.7,1, , 
2/4/2020 1:13,12.7,1, , 
2/4/2020 1:18,12.7,1, , 
2/4/2020 1:23,12.65,1, , 
2/4/2020 1:28,12.61,1, , 
2/4/2020 1:33,12.57,1, , 
2/4/2020 1:38,12.57,1, , 
2/4/2020 1:43,12.52,1, , 
2/4/2020 1:48,12.48,1, , 
2/4/2020 1:53,12.44,1, , 
2/4/2020 1:58,12.44,1, , 
2/4/2020 2:03,12.44,1, , 
2/4/2020 2:08,12.48,1, , 
2/4/2020 2:13,12.61,1, , 
2/4/2020 2:18,12.91,1, , 
2/4/2020 2:23,13.17,1, , 
2/4/2020 2:28,13.38,1, , 
2/4/2020 2:33,13.55,1, , 
2/4/2020 2:38,13.64,1, , 
2/4/2020 2:43,13.64,1, , 
2/4/2020 2:48,13.73,1, , 
2/4/2020 2:53,13.68,1, , 
2/4/2020 2:58,13.73,1, , 
2/4/2020 3:03,13.81,1, , 
2/4/2020 3:08,13.81,1, , 
2/4/2020 3:13,13.81,1, , 
2/4/2020 3:18,13.81,1, , 
2/4/2020 3:23,13.81,1, , 
2/4/2020 3:28,13.85,1, , 
2/4/2020 3:33,13.81,1, , 
2/4/2020 3:38,13.81,1, , 
2/4/2020 3:43,13.85,1, , 
2/4/2020 3:48,13.85,1, , 
2/4/2020 3:53,13.85,1, , 
2/4/2020 3:58,13.81,1, , 
2/4/2020 4:03,13.81,1, , 
2/4/2020 4:08,13.81,1, , 
2/4/2020 4:13,13.81,1, , 
2/4/2020 4:18,13.81,1, , 
2/4/2020 4:23,13.77,1, , 
2/4/2020 4:28,13.77,1, , 
2/4/2020 4:33,13.73,1, , 
2/4/2020 4:38,13.68,1, , 
2/4/2020 4:43,13.68,1, , 
2/4/2020 4:48,13.6,1, , 
2/4/2020 4:53,13.55,1, , 
2/4/2020 4:58,13.51,1, , 
2/4/2020 5:03,13.51,1, , 
2/4/2020 5:08,13.38,1, , 
2/4/2020 5:13,13.34,1, , 
2/4/2020 5:18,13.21,1, , 
2/4/2020 5:23,13.08,1, , 
2/4/2020 5:28,13.04,1, , 
2/4/2020 5:33,12.95,1, , 
2/4/2020 5:38,12.87,1, , 
2/4/2020 5:43,12.82,1, , 
2/4/2020 5:48,12.74,1, , 
2/4/2020 5:53,12.65,1, , 
2/4/2020 5:58,12.61,1, , 
2/4/2020 6:03,12.57,1, , 
2/4/2020 6:08,12.48,1, , 
2/4/2020 6:13,12.44,1, , 
2/4/2020 6:18,12.4,1, , 
2/4/2020 6:23,12.4,1, , 
2/4/2020 6:28,12.35,1, , 
2/4/2020 6:33,12.35,1, , 
2/4/2020 6:38,12.35,2, , 
2/4/2020 6:43,12.35,1, , 
2/4/2020 6:48,12.35,0, , 
2/4/2020 6:53,12.35,0, , 
2/4/2020 6:58,12.18,0, , 
2/4/2020 7:03,12.18,0, , 
2/4/2020 7:08,12.14,0, , 
2/4/2020 7:13,12.14,0, , 
2/4/2020 7:18,12.14,0, , 
2/4/2020 7:23,12.18,0, , 
2/4/2020 7:28,12.14,0, , 
2/4/2020 7:33,12.18,0, , 
2/4/2020 7:38,12.1,0, , 
2/4/2020 7:43,12.05,0, , 
2/4/2020 7:48,12.05,0, , 
2/4/2020 7:53,12.1,0, , 
2/4/2020 7:58,12.1,0, , 
2/4/2020 8:03,12.1,0, , 
2/4/2020 8:08,12.1,0, , 
2/4/2020 8:13,12.1,0, , 
2/4/2020 8:18,12.1,0, , 
2/4/2020 8:23,12.14,0, , 
2/4/2020 8:28,12.1,0, , 
2/4/2020 8:33,12.1,0, , 
2/4/2020 8:38,12.18,0, , 
2/4/2020 8:43,12.22,0, , 
2/4/2020 8:48,12.22,0, , 
2/4/2020 8:53,12.35,0, , 
2/4/2020 8:58,12.52,0, , 
2/4/2020 9:03,12.7,0, , 
2/4/2020 9:08,13,0, , 
2/4/2020 9:13,13.25,0, , 
2/4/2020 9:18,13.51,0, , 
2/4/2020 9:23,13.68,0, , 
2/4/2020 9:28,13.68,0, , 
2/4/2020 9:33,13.51,0, , 
2/4/2020 9:38,13.25,0, , 
2/4/2020 9:43,13.12,0, , 
2/4/2020 9:48,13,0, , 
2/4/2020 9:53,12.87,0, , 
2/4/2020 9:58,12.78,0, , 
2/4/2020 10:03,12.65,0, , 
2/4/2020 10:08,12.57,0, , 
2/4/2020 10:13,12.48,0, , 
2/4/2020 10:18,12.44,0, , 
2/4/2020 10:23,12.31,0, , 
2/4/2020 10:28,12.31,0, , 
2/4/2020 10:33,12.27,0, , 
2/4/2020 10:38,12.27,0, , 
2/4/2020 10:43,12.22,0, , 
2/4/2020 10:48,12.61,0, , 
2/4/2020 10:53,12.95,0, , 
2/4/2020 10:58,13.17,0, , 
2/4/2020 11:03,13.12,0, , 
2/4/2020 11:08,13.12,0, , 
2/4/2020 11:13,13.21,0, , 
2/4/2020 11:18,13.3,0, , 
2/4/2020 11:23,13.43,0, , 
2/4/2020 11:28,13.21,0, , 
2/4/2020 11:33,13.08,1, , 
2/4/2020 11:38,12.91,54, , 
2/4/2020 11:43,12.78,103, , 
2/4/2020 11:48,12.82,215, , 
2/4/2020 11:53,13.17,288, , 
2/4/2020 11:58,13.38,490, , 
2/4/2020 12:03,13.55,772, , 
2/4/2020 12:08,13.6,747, , 
2/4/2020 12:13,13.47,897, , 
2/4/2020 12:18,13.34,"1,377", , 
2/4/2020 12:23,13.25,"1,340", , 
2/4/2020 12:28,13.21,"1,951", , 
2/4/2020 12:33,13.17,"1,840", , 
2/4/2020 12:38,13.17,"2,249", , 
2/4/2020 12:43,13.17,"2,638", , 
2/4/2020 12:48,13.21,"2,835", , 
2/4/2020 12:53,13.25,"3,521", , 
2/4/2020 12:58,13.25,"4,170", , 
2/4/2020 13:03,13.3,"4,625", , 
2/4/2020 13:08,13.38,"5,798", , 
2/4/2020 13:13,13.38,"5,153", , 
2/4/2020 13:18,13.38,"4,044", , 
2/4/2020 13:23,13.34,"4,728", , 
2/4/2020 13:28,13.34,"4,168", , 
2/4/2020 13:33,13.43,"5,394", , 
2/4/2020 13:38,13.55,"8,036", , 
2/4/2020 13:43,13.6,"7,816", , 
2/4/2020 13:48,13.73,"9,211", , 
2/4/2020 13:53,13.81,"10,481", , 
2/4/2020 13:58,13.85,"8,881", , 
2/4/2020 14:03,14.03,"13,496", , 
2/4/2020 14:08,13.94,"10,988", , 
2/4/2020 14:13,13.94,"11,843", , 
2/4/2020 14:18,13.81,"8,788", , 
2/4/2020 14:23,13.81,"10,496", , 
2/4/2020 14:28,13.73,"11,745", , 
2/4/2020 14:33,13.68,"12,667", , 
2/4/2020 14:38,13.77,"14,454", , 
2/4/2020 14:43,14.2,"18,770", , 
2/4/2020 14:48,14.2,"11,525", , 
2/4/2020 14:53,14.33,"14,858", , 
2/4/2020 14:58,14.88,"31,672", , 
2/4/2020 15:03,14.58,"22,477", , 
2/4/2020 15:08,14.2,"15,396", , 
2/4/2020 15:13,13.98,"16,660", , 
2/4/2020 15:18,13.94,"18,673", , 
2/4/2020 15:23,13.77,"14,090", , 
2/4/2020 15:28,13.9,"18,540", , 
2/4/2020 15:33,13.9,"16,604", , 
2/4/2020 15:38,14.15,"17,060", , 
2/4/2020 15:43,14.11,"12,180", , 
2/4/2020 15:48,14.37,"12,867", , 
2/4/2020 15:53,14.54,"14,418", , 
2/4/2020 15:58,14.58,"15,539", , 
2/4/2020 16:03,14.67,"14,822", , 
2/4/2020 16:08,14.41,"15,841", , 
2/4/2020 16:13,14.33,"18,765", , 
2/4/2020 16:18,14.24,"17,526", , 
2/4/2020 16:23,13.98,"15,688", , 
2/4/2020 16:28,13.68,"14,331", , 
2/4/2020 16:33,13.51,"11,704", , 
2/4/2020 16:38,13.3,"8,873", , 
2/4/2020 16:43,13.17,"8,886", , 
2/4/2020 16:48,13.08,"8,425", , 
2/4/2020 16:53,13,"8,387", , 
2/4/2020 16:58,12.95,"8,724", , 
2/4/2020 17:03,13,"10,819", , 
2/4/2020 17:08,13.04,"11,735", , 
2/4/2020 17:13,12.87,"14,177", , 
2/4/2020 17:18,12.52,"12,488", , 
2/4/2020 17:23,12.4,"13,655", , 
2/4/2020 17:28,12.18,"16,220", , 
2/4/2020 17:33,12.01,"16,026", , 
2/4/2020 17:38,11.75,"14,684", , 
2/4/2020 17:43,11.58,"16,195", , 
2/4/2020 17:48,11.45,"17,459", , 
2/4/2020 17:53,11.15,"14,986", , 
2/4/2020 17:58,10.77,"10,624", , 
2/4/2020 18:03,10.68,"14,290", , 
2/4/2020 18:08,10.85,"16,732", , 
2/4/2020 18:13,11.02,"20,869", , 
2/4/2020 18:18,11.32,"27,075", , 
2/4/2020 18:23,11.07,"23,910", , 
2/4/2020 18:28,10.72,"21,350", , 
2/4/2020 18:33,10.46,"17,915", , 
2/4/2020 18:38,10.21,"14,664", , 
2/4/2020 18:43,10.04,"14,044", , 
2/4/2020 18:48,9.91,"15,606", , 
2/4/2020 18:53,9.78,"11,064", , 
2/4/2020 18:58,9.69,"14,213", , 
2/4/2020 19:03,9.69,"15,273", , 
2/4/2020 19:08,9.65,"14,474", , 
2/4/2020 19:13,9.56,"13,865", , 
2/4/2020 19:18,9.52,"13,138", , 
2/4/2020 19:23,9.31,"10,301", , 
2/4/2020 19:28,9.14,"7,043", , 
2/4/2020 19:33,9.05,"7,199", , 
2/4/2020 19:38,9.01,"6,328", , 
2/4/2020 19:43,8.88,"5,231", , 
2/4/2020 19:48,8.79,"5,297", , 
2/4/2020 19:53,8.79,"5,573", , 
2/4/2020 19:58,8.79,"7,153", , 
2/4/2020 20:03,8.83,"8,087", , 
2/4/2020 20:08,8.92,"8,282", , 
2/4/2020 20:13,8.88,"7,913", , 
2/4/2020 20:18,8.83,"7,373", , 
2/4/2020 20:23,8.79,"5,883", , 
2/4/2020 20:28,8.75,"5,381", , 
2/4/2020 20:33,8.79,"6,001", , 
2/4/2020 20:38,8.66,"3,800", , 
2/4/2020 20:43,8.62,"3,183", , 
2/4/2020 20:48,8.58,"2,872", , 
2/4/2020 20:53,8.49,"2,269", , 
2/4/2020 20:58,8.53,"2,143", , 
2/4/2020 21:03,8.49,"1,994", , 
2/4/2020 21:08,8.49,"1,882", , 
2/4/2020 21:13,8.49,"1,236", , 
2/4/2020 21:18,8.53,"1,039", , 
2/4/2020 21:23,8.49,"1,631", , 
2/4/2020 21:28,8.49,"2,124", , 
2/4/2020 21:33,8.49,"2,066", , 
2/4/2020 21:38,8.49,"2,335", , 
2/4/2020 21:43,8.49,"1,383", , 
2/4/2020 21:48,8.45,685, , 
2/4/2020 21:53,8.41,487, , 
2/4/2020 21:58,8.41,428, , 
2/4/2020 22:03,8.36,247, , 
2/4/2020 22:08,8.36,162, , 
2/4/2020 22:13,8.36,70, , 
2/4/2020 22:18,8.36,28, , 
2/4/2020 22:23,8.36,10, , 
2/4/2020 22:28,8.36,5, , 
2/4/2020 22:33,8.36,3, , 
2/4/2020 22:38,8.32,2, , 
2/4/2020 22:43,8.28,2, , 
2/4/2020 22:48,8.28,2, , 
2/4/2020 22:53,8.28,2, , 
2/4/2020 22:58,8.28,2, , 
2/4/2020 23:03,8.32,2, , 
2/4/2020 23:08,8.32,2, , 
2/4/2020 23:13,8.28,0, , 
2/4/2020 23:18,8.28,0, , 
2/4/2020 23:23,8.32,0, , 
2/4/2020 23:28,8.28,0, , 
2/4/2020 23:33,8.28,0, , 
2/4/2020 23:38,8.28,0, , 
2/4/2020 23:43,8.23,0, , 
2/4/2020 23:48,8.28,0, , 
2/4/2020 23:53,8.28,0, , 
2/4/2020 23:58,8.28,0, , 
2/5/2020 0:03,8.28,0, , 
2/5/2020 0:08,8.28,0, , 
2/5/2020 0:13,8.23,0, , 
2/5/2020 0:18,8.19,0, , 
2/5/2020 0:23,8.23,0, , 
2/5/2020 0:28,8.23,0, , 
2/5/2020 0:33,8.19,0, , 
2/5/2020 0:38,8.28,0, , 
2/5/2020 0:43,8.23,0, , 
2/5/2020 0:48,8.23,0, , 
2/5/2020 0:53,8.23,0, , 
2/5/2020 0:58,8.23,0, , 
2/5/2020 1:03,8.23,0, , 
2/5/2020 1:08,8.28,0, , 
2/5/2020 1:13,8.28,0, , 
2/5/2020 1:18,8.28,0, , 
2/5/2020 1:23,8.23,0, , 
2/5/2020 1:28,8.23,0, , 
2/5/2020 1:33,8.23,0, , 
2/5/2020 1:38,8.23,0, , 
2/5/2020 1:43,8.23,0, , 
2/5/2020 1:48,8.23,0, , 
2/5/2020 1:53,8.23,0, , 
2/5/2020 1:58,8.23,0, , 
2/5/2020 2:03,8.23,0, , 
2/5/2020 2:08,8.23,0, , 
2/5/2020 2:13,8.28,0, , 
2/5/2020 2:18,8.28,0, , 
2/5/2020 2:23,8.23,0, , 
2/5/2020 2:28,8.19,0, , 
2/5/2020 2:33,8.19,0, , 
2/5/2020 2:38,8.15,0, , 
2/5/2020 2:43,8.15,0, , 
2/5/2020 2:48,8.23,0, , 
2/5/2020 2:53,8.23,0, , 
2/5/2020 2:58,8.15,0, , 
2/5/2020 3:03,8.23,0, , 
2/5/2020 3:08,8.19,0, , 
2/5/2020 3:13,8.23,0, , 
2/5/2020 3:18,8.23,0, , 
2/5/2020 3:23,8.19,0, , 
2/5/2020 3:28,8.23,0, , 
2/5/2020 3:33,8.23,0, , 
2/5/2020 3:38,8.23,0, , 
2/5/2020 3:43,8.23,0, , 
2/5/2020 3:48,8.28,0, , 
2/5/2020 3:53,8.23,0, , 
2/5/2020 3:58,8.23,0, , 
2/5/2020 4:03,8.23,0, , 
2/5/2020 4:08,8.28,0, , 
2/5/2020 4:13,8.28,0, , 
2/5/2020 4:18,8.23,0, , 
2/5/2020 4:23,8.28,0, , 
2/5/2020 4:28,8.28,0, , 
2/5/2020 4:33,8.32,0, , 
2/5/2020 4:38,8.32,0, , 
2/5/2020 4:43,8.28,0, , 
2/5/2020 4:48,8.32,0, , 
2/5/2020 4:53,8.28,0, , 
2/5/2020 4:58,8.32,0, , 
2/5/2020 5:03,8.32,0, , 
2/5/2020 5:08,8.32,0, , 
2/5/2020 5:13,8.36,0, , 
2/5/2020 5:18,8.32,0, , 
2/5/2020 5:23,8.32,0, , 
2/5/2020 5:28,8.32,0, , 
2/5/2020 5:33,8.36,0, , 
2/5/2020 5:38,8.28,0, , 
2/5/2020 5:43,8.32,0, , 
2/5/2020 5:48,8.32,0, , 
2/5/2020 5:53,8.28,0, , 
2/5/2020 5:58,8.32,0, , 
2/5/2020 6:03,8.28,0, , 
2/5/2020 6:08,8.28,0, , 
2/5/2020 6:13,8.23,0, , 
2/5/2020 6:18,8.19,0, , 
2/5/2020 6:23,8.23,0, , 
2/5/2020 6:28,8.19,0, , 
2/5/2020 6:33,8.19,0, , 
2/5/2020 6:38,8.19,0, , 
2/5/2020 6:43,8.11,0, , 
2/5/2020 6:48,8.19,0, , 
2/5/2020 6:53,8.15,0, , 
2/5/2020 6:58,8.11,0, , 
2/5/2020 7:03,8.11,0, , 
2/5/2020 7:08,8.11,0, , 
2/5/2020 7:13,8.11,0, , 
2/5/2020 7:18,8.11,0, , 
2/5/2020 7:23,8.11,0, , 
2/5/2020 7:28,8.11,0, , 
2/5/2020 7:33,8.11,0, , 
2/5/2020 7:38,8.11,0, , 
2/5/2020 7:43,8.06,0, , 
2/5/2020 7:48,8.11,0, , 
2/5/2020 7:53,8.06,0, , 
2/5/2020 7:58,8.06,0, , 
2/5/2020 8:03,8.11,0, , 
2/5/2020 8:08,8.06,0, , 
2/5/2020 8:13,8.06,0, , 
2/5/2020 8:18,8.15,0, , 
2/5/2020 8:23,8.15,0, , 
2/5/2020 8:28,8.15,0, , 
2/5/2020 8:33,8.11,0, , 
2/5/2020 8:38,8.15,0, , 
2/5/2020 8:43,8.11,0, , 
2/5/2020 8:48,7.85,0, , 
2/5/2020 8:53,7.72,0, , 
2/5/2020 8:58,7.55,0, , 
2/5/2020 9:03,7.42,0, , 
2/5/2020 9:08,7.33,0, , 
2/5/2020 9:13,7.25,0, , 
2/5/2020 9:18,7.12,0, , 
2/5/2020 9:23,7.08,0, , 
2/5/2020 9:28,6.95,0, , 
2/5/2020 9:33,6.9,0, , 
2/5/2020 9:38,6.86,0, , 
2/5/2020 9:43,6.78,0, , 
2/5/2020 9:48,6.73,0, , 
2/5/2020 9:53,6.69,0, , 
2/5/2020 9:58,6.69,0, , 
2/5/2020 10:03,6.56,0, , 
2/5/2020 10:08,6.6,0, , 
2/5/2020 10:13,6.52,0, , 
2/5/2020 10:18,6.52,0, , 
2/5/2020 10:23,6.52,0, , 
2/5/2020 10:28,6.48,0, , 
2/5/2020 10:33,6.43,0, , 
2/5/2020 10:38,6.39,0, , 
2/5/2020 10:43,6.39,0, , 
2/5/2020 10:48,6.35,0, , 
2/5/2020 10:53,6.35,0, , 
2/5/2020 10:58,6.3,0, , 
2/5/2020 11:03,6.3,0, , 
2/5/2020 11:08,6.26,0, , 
2/5/2020 11:13,6.22,0, , 
2/5/2020 11:18,6.26,0, , 
2/5/2020 11:23,6.17,0, , 
2/5/2020 11:28,6.13,0, , 
2/5/2020 11:33,6.22,1, , 
2/5/2020 11:38,6.35,1, , 
2/5/2020 11:43,6.39,4, , 
2/5/2020 11:48,6.3,10, , 
2/5/2020 11:53,6.26,21, , 
2/5/2020 11:58,6.17,35, , 
2/5/2020 12:03,6.09,45, , 
2/5/2020 12:08,6.09,50, , 
2/5/2020 12:13,6.13,119, , 
2/5/2020 12:18,6.05,87, , 
2/5/2020 12:23,6,74, , 
2/5/2020 12:28,6,161, , 
2/5/2020 12:33,6.05,245, , 
2/5/2020 12:38,6.09,315, , 
2/5/2020 12:43,6.22,223, , 
2/5/2020 12:48,6.39,276, , 
2/5/2020 12:53,6.43,291, , 
2/5/2020 12:58,6.52,346, , 
2/5/2020 13:03,6.52,311, , 
2/5/2020 13:08,6.48,319, , 
2/5/2020 13:13,6.48,530, , 
2/5/2020 13:18,6.35,524, , 
2/5/2020 13:23,6.3,649, , 
2/5/2020 13:28,6.26,881, , 
2/5/2020 13:33,6.13,632, , 
2/5/2020 13:38,6.22,559, , 
2/5/2020 13:43,6.17,"1,269", , 
2/5/2020 13:48,6.17,"1,544", , 
2/5/2020 13:53,6.22,"1,271", , 
2/5/2020 13:58,6.26,"1,186", , 
2/5/2020 14:03,6.35,"1,379", , 
2/5/2020 14:08,6.43,"1,138", , 
2/5/2020 14:13,6.43,922, , 
2/5/2020 14:18,6.48,943, , 
2/5/2020 14:23,6.52,"1,224", , 
2/5/2020 14:28,6.52,"1,165", , 
2/5/2020 14:33,6.48,"1,512", , 
2/5/2020 14:38,6.56,"2,202", , 
2/5/2020 14:43,6.65,"2,045", , 
2/5/2020 14:48,6.73,"1,751", , 
2/5/2020 14:53,6.65,"1,404", , 
2/5/2020 14:58,6.65,"3,183", , 
2/5/2020 15:03,6.6,"2,311", , 
2/5/2020 15:08,6.69,"2,703", , 
2/5/2020 15:13,6.82,"2,661", , 
2/5/2020 15:18,6.78,"2,497", , 
2/5/2020 15:23,6.65,"2,410", , 
2/5/2020 15:28,6.65,"2,646", , 
2/5/2020 15:33,6.73,"2,366", , 
2/5/2020 15:38,6.73,"2,854", , 
2/5/2020 15:43,6.78,"2,366", , 
2/5/2020 15:48,6.69,"2,103", , 
2/5/2020 15:53,6.78,"2,316", , 
2/5/2020 15:58,6.73,"2,598", , 
2/5/2020 16:03,6.73,"3,466", , 
2/5/2020 16:08,6.73,"4,223", , 
2/5/2020 16:13,6.69,"4,413", , 
2/5/2020 16:18,6.73,"5,174", , 
2/5/2020 16:23,6.6,"2,801", , 
2/5/2020 16:28,6.56,"3,060", , 
2/5/2020 16:33,6.6,"3,002", , 
2/5/2020 16:38,6.82,"4,430", , 
2/5/2020 16:43,7.12,"7,186", , 
2/5/2020 16:48,7.08,"6,592", , 
2/5/2020 16:53,7.16,"9,178", , 
2/5/2020 16:58,7.25,"7,990", , 
2/5/2020 17:03,7.25,"8,957", , 
2/5/2020 17:08,7.38,"7,516", , 
2/5/2020 17:13,7.33,"6,684", , 
2/5/2020 17:18,7.46,"8,712", , 
2/5/2020 17:23,7.46,"8,036", , 
2/5/2020 17:28,7.5,"7,119", , 
2/5/2020 17:33,7.55,"7,406", , 
2/5/2020 17:38,7.55,"6,405", , 
2/5/2020 17:43,7.55,"5,949", , 
2/5/2020 17:48,7.5,"5,425", , 
2/5/2020 17:53,7.5,"5,591", , 
2/5/2020 17:58,7.5,"4,407", , 
2/5/2020 18:03,7.55,"4,310", , 
2/5/2020 18:08,7.42,"4,430", , 
2/5/2020 18:13,7.33,"3,950", , 
2/5/2020 18:18,7.29,"3,220", , 
2/5/2020 18:23,7.16,"2,533", , 
2/5/2020 18:28,7.12,"2,775", , 
2/5/2020 18:33,6.99,"2,609", , 
2/5/2020 18:38,6.9,"2,793", , 
2/5/2020 18:43,6.9,"3,866", , 
2/5/2020 18:48,6.86,"3,790", , 
2/5/2020 18:53,6.78,"3,439", , 
2/5/2020 18:58,6.78,"3,450", , 
2/5/2020 19:03,6.82,"6,367", , 
2/5/2020 19:08,6.82,"5,005", , 
2/5/2020 19:13,6.73,"4,878", , 
2/5/2020 19:18,6.65,"4,696", , 
2/5/2020 19:23,6.65,"4,908", , 
2/5/2020 19:28,6.6,"4,829", , 
2/5/2020 19:33,6.48,"3,956", , 
2/5/2020 19:38,6.52,"3,447", , 
2/5/2020 19:43,6.52,"4,540", , 
2/5/2020 19:48,6.48,"3,878", , 
2/5/2020 19:53,6.43,"3,671", , 
2/5/2020 19:58,6.39,"3,411", , 
2/5/2020 20:03,6.39,"3,557", , 
2/5/2020 20:08,6.39,"2,932", , 
2/5/2020 20:13,6.3,"2,406", , 
2/5/2020 20:18,6.3,"1,976", , 
2/5/2020 20:23,6.3,"1,745", , 
2/5/2020 20:28,6.26,"1,574", , 
2/5/2020 20:33,6.26,"1,309", , 
2/5/2020 20:38,6.22,"1,575", , 
2/5/2020 20:43,6.26,"1,558", , 
2/5/2020 20:48,6.39,"1,398", , 
2/5/2020 20:53,6.39,"1,280", , 
2/5/2020 20:58,6.43,"1,037", , 
2/5/2020 21:03,6.48,788, , 
2/5/2020 21:08,6.48,794, , 
2/5/2020 21:13,6.52,678, , 
2/5/2020 21:18,6.78,521, , 
2/5/2020 21:23,6.99,580, , 
2/5/2020 21:28,7.12,377, , 
2/5/2020 21:33,7.2,354, , 
2/5/2020 21:38,7.29,299, , 
2/5/2020 21:43,7.33,286, , 
2/5/2020 21:48,7.38,183, , 
2/5/2020 21:53,7.42,123, , 
2/5/2020 21:58,7.46,85, , 
2/5/2020 22:03,7.46,48, , 
2/5/2020 22:08,7.5,30, , 
2/5/2020 22:13,7.55,15, , 
2/5/2020 22:18,7.59,6, , 
2/5/2020 22:23,7.59,3, , 
2/5/2020 22:28,7.68,1, , 
2/5/2020 22:33,7.63,0, , 
2/5/2020 22:38,7.63,0, , 
2/5/2020 22:43,7.68,0, , 
2/5/2020 22:48,7.68,0, , 
2/5/2020 22:53,7.63,0, , 
2/5/2020 22:58,7.59,0, , 
2/5/2020 23:03,7.63,0, , 
2/5/2020 23:08,7.68,0, , 
2/5/2020 23:13,7.68,0, , 
2/5/2020 23:18,7.72,0, , 
2/5/2020 23:23,7.72,0, , 
2/5/2020 23:28,7.72,0, , 
2/5/2020 23:33,7.76,0, , 
2/5/2020 23:38,7.76,0, , 
2/5/2020 23:43,7.81,0, , 
2/5/2020 23:48,7.76,0, , 
2/5/2020 23:53,7.85,0, , 
2/5/2020 23:58,7.85,0, , 
2/6/2020 0:03,7.85,0, , 
2/6/2020 0:08,7.85,0, , 
2/6/2020 0:13,7.85,0, , 
2/6/2020 0:18,7.93,0, , 
2/6/2020 0:23,7.93,0, , 
2/6/2020 0:28,7.89,0, , 
2/6/2020 0:33,7.93,0, , 
2/6/2020 0:38,7.93,0, , 
2/6/2020 0:43,7.89,0, , 
2/6/2020 0:48,7.89,0, , 
2/6/2020 0:53,7.89,0, , 
2/6/2020 0:58,7.93,0, , 
2/6/2020 1:03,7.93,0, , 
2/6/2020 1:08,7.89,0, , 
2/6/2020 1:13,7.85,0, , 
2/6/2020 1:18,7.85,0, , 
2/6/2020 1:23,7.89,0, , 
2/6/2020 1:28,7.93,0, , 
2/6/2020 1:33,8.06,0, , 
2/6/2020 1:38,8.32,0, , 
2/6/2020 1:43,8.75,0, , 
2/6/2020 1:48,9.26,0, , 
2/6/2020 1:53,9.69,0, , 
2/6/2020 1:58,10.25,0, , 
2/6/2020 2:03,10.68,0, , 
2/6/2020 2:08,11.28,0, , 
2/6/2020 2:13,12.22,0, , 
2/6/2020 2:18,12.7,0, , 
2/6/2020 2:23,12.95,0, , 
2/6/2020 2:28,13.17,0, , 
2/6/2020 2:33,13.25,0, , 
2/6/2020 2:38,13.38,0, , 
2/6/2020 2:43,13.47,0, , 
2/6/2020 2:48,13.47,0, , 
2/6/2020 2:53,13.51,0, , 
2/6/2020 2:58,13.51,0, , 
2/6/2020 3:03,13.51,0, , 
2/6/2020 3:08,13.51,0, , 
2/6/2020 3:13,13.51,0, , 
2/6/2020 3:18,13.47,0, , 
2/6/2020 3:23,13.43,0, , 
2/6/2020 3:28,13,0, , 
2/6/2020 3:33,12.65,0, , 
2/6/2020 3:38,12.48,0, , 
2/6/2020 3:43,12.35,0, , 
2/6/2020 3:48,12.18,0, , 
2/6/2020 3:53,12.14,0, , 
2/6/2020 3:58,11.97,0, , 
2/6/2020 4:03,11.88,0, , 
2/6/2020 4:08,11.79,0, , 
2/6/2020 4:13,11.54,0, , 
2/6/2020 4:18,11.28,0, , 
2/6/2020 4:23,11.02,0, , 
2/6/2020 4:28,10.64,0, , 
2/6/2020 4:33,10.29,0, , 
2/6/2020 4:38,10.04,0, , 
2/6/2020 4:43,9.86,0, , 
2/6/2020 4:48,9.74,0, , 
2/6/2020 4:53,9.52,0, , 
2/6/2020 4:58,9.35,0, , 
2/6/2020 5:03,9.26,0, , 
2/6/2020 5:08,9.14,0, , 
2/6/2020 5:13,9.01,0, , 
2/6/2020 5:18,8.88,0, , 
2/6/2020 5:23,8.71,0, , 
2/6/2020 5:28,8.58,0, , 
2/6/2020 5:33,8.53,0, , 
2/6/2020 5:38,8.41,0, , 
2/6/2020 5:43,8.41,0, , 
2/6/2020 5:48,8.36,0, , 
2/6/2020 5:53,8.23,0, , 
