DateTimeHOBO_UTC,Temp_Inc,Light_Inc
2/3/2021 13:47,16.81,"7,050"
2/3/2021 13:52,9.82,"8,269"
2/3/2021 13:57,5.36,"7,537"
2/3/2021 14:02,3.21,"7,004"
2/3/2021 14:07,2.4,"7,647"
2/3/2021 14:12,2.36,"8,794"
2/3/2021 14:17,2.49,"9,321"
2/3/2021 14:22,2.61,"8,563"
2/3/2021 14:27,3.13,"11,766"
2/3/2021 14:32,3.56,"11,162"
2/3/2021 14:37,3.73,"10,655"
2/3/2021 14:42,3.86,"11,546"
2/3/2021 14:47,3.82,"11,448"
2/3/2021 14:52,3.77,"11,740"
2/3/2021 14:57,3.6,"12,283"
2/3/2021 15:02,3.77,"12,334"
2/3/2021 15:07,4.29,"13,532"
2/3/2021 15:12,5.1,"15,836"
2/3/2021 15:17,5.4,"15,473"
2/3/2021 15:22,5.49,"25,539"
2/3/2021 15:27,5.66,"18,509"
2/3/2021 15:32,6.78,"23,101"
2/3/2021 15:37,7.98,"38,666"
2/3/2021 15:42,9.22,"30,781"
2/3/2021 15:47,8.75,"32,102"
2/3/2021 15:52,9.18,"23,992"
2/3/2021 15:57,10.55,"27,566"
2/3/2021 16:02,12.61,"45,588"
2/3/2021 16:07,11.28,"24,586"
2/3/2021 16:12,9.48,"26,788"
2/3/2021 16:17,9.05,"22,692"
2/3/2021 16:22,9.44,"23,992"
2/3/2021 16:27,9.86,"34,304"
2/3/2021 16:32,10.38,"29,235"
2/3/2021 16:37,10.12,"23,951"
2/3/2021 16:42,9.99,"24,781"
2/3/2021 16:47,10.98,"30,095"
2/3/2021 16:52,10.16,"22,518"
2/3/2021 16:57,9.86,"21,514"
2/3/2021 17:02,9.56,"22,415"
2/3/2021 17:07,9.61,"20,326"
2/3/2021 17:12,9.78,"24,596"
2/3/2021 17:17,10.46,"24,566"
2/3/2021 17:22,8.66,"22,897"
2/3/2021 17:27,7.81,"20,982"
2/3/2021 17:32,7.38,"19,308"
2/3/2021 17:37,7.33,"19,896"
2/3/2021 17:42,6.99,"19,983"
2/3/2021 17:47,6.69,"26,112"
2/3/2021 17:52,6.52,"24,545"
2/3/2021 17:57,6.56,"24,054"
2/3/2021 18:02,6.52,"21,565"
2/3/2021 18:07,6.17,"17,070"
2/3/2021 18:12,5.92,"14,356"
2/3/2021 18:17,5.92,"14,208"
2/3/2021 18:22,5.92,"15,652"
2/3/2021 18:27,5.96,"15,263"
2/3/2021 18:32,5.7,"12,856"
2/3/2021 18:37,5.53,"12,385"
2/3/2021 18:42,5.49,"12,052"
2/3/2021 18:47,5.36,"11,453"
2/3/2021 18:52,5.36,"11,361"
2/3/2021 18:57,5.32,"11,674"
2/3/2021 19:02,5.32,"12,083"
2/3/2021 19:07,5.36,"12,564"
2/3/2021 19:12,5.4,"13,112"
2/3/2021 19:17,5.32,"12,769"
2/3/2021 19:22,5.36,"11,628"
2/3/2021 19:27,5.32,"12,416"
2/3/2021 19:32,5.27,"13,010"
2/3/2021 19:37,5.23,"12,795"
2/3/2021 19:42,5.27,"12,155"
2/3/2021 19:47,5.15,"11,054"
2/3/2021 19:52,5.06,"9,731"
2/3/2021 19:57,5.1,"11,023"
2/3/2021 20:02,5.19,"10,583"
2/3/2021 20:07,4.84,"4,529"
2/3/2021 20:12,4.72,"4,831"
2/3/2021 20:17,4.76,"4,041"
2/3/2021 20:22,4.76,"3,704"
2/3/2021 20:27,4.72,"3,025"
2/3/2021 20:32,4.72,"2,566"
2/3/2021 20:37,4.67,"2,441"
2/3/2021 20:42,4.63,"2,250"
2/3/2021 20:47,4.67,"2,140"
2/3/2021 20:52,4.67,"2,108"
2/3/2021 20:57,4.72,"2,351"
2/3/2021 21:02,4.76,"2,388"
2/3/2021 21:07,4.76,"2,492"
2/3/2021 21:12,4.67,"1,528"
2/3/2021 21:17,4.59,"1,160"
2/3/2021 21:22,4.54,801
2/3/2021 21:27,4.54,549
