DateTimeHOBO_UTC,Temp_Inc,Light_Inc,,,
7/25/2020 13:13,29.68,"15,375", , , 
7/25/2020 13:18,29.6,"11,141", , , 
7/25/2020 13:23,29.86,"15,319", , , 
7/25/2020 13:28,30.2,"10,248", , , 
7/25/2020 13:33,26.25,"29,676", , , 
7/25/2020 13:38,26.77,"52,900", , , 
7/25/2020 13:43,25.57,"19,072", , , 
7/25/2020 13:48,26.51,"62,341", , , 
7/25/2020 13:53,26.51,"61,972", , , 
7/25/2020 13:58,27.5,"80,015", , , 
7/25/2020 14:03,27.58,"86,221", , , 
7/25/2020 14:08,26.47,"90,235", , , 
7/25/2020 14:13,22.91,"19,748", , , 
7/25/2020 14:18,22.05,"58,450", , , 
7/25/2020 14:23,25.14,"76,575", , , 
7/25/2020 14:28,24.32,"56,218", , , 
7/25/2020 14:33,24.11,"57,385", , , 
7/25/2020 14:38,24.11,"63,160", , , 
7/25/2020 14:43,23.89,"48,968", , , 
7/25/2020 14:48,23.76,"70,861", , , 
7/25/2020 14:53,23.34,"68,833", , , 
7/25/2020 14:58,23.46,"74,465", , , 
7/25/2020 15:03,23.16,"73,974", , , 
7/25/2020 15:08,23.03,"78,049", , , 
7/25/2020 15:13,22.78,"77,332", , , 
7/25/2020 15:18,22.52,"78,479", , , 
7/25/2020 15:23,21.96,"76,902", , , 
7/25/2020 15:28,21.92,"76,022", , , 
7/25/2020 15:33,20.98,"42,824", , , 
7/25/2020 15:38,20.59,"75,694", , , 
7/25/2020 15:43,21.19,"78,643", , , 
7/25/2020 15:48,20.98,"65,802", , , 
7/25/2020 15:53,20.76,"73,114", , , 
7/25/2020 15:58,20.59,"73,073", , , 
7/25/2020 16:03,20.55,"76,411", , , 
7/25/2020 16:08,20.29,"80,630", , , 
7/25/2020 16:13,20.03,"80,179", , , 
7/25/2020 16:18,19.86,"78,131", , , 
7/25/2020 16:23,19.73,"82,637", , , 
7/25/2020 16:28,19.56,"77,414", , , 
7/25/2020 16:33,17.8,"28,068", , , 
7/25/2020 16:38,16.99,"27,914", , , 
7/25/2020 16:43,17.16,"66,355", , , 
7/25/2020 16:48,17.2,"42,250", , , 
7/25/2020 16:53,18.1,"69,919", , , 
7/25/2020 16:58,18.36,"42,004", , , 
7/25/2020 17:03,18.57,"29,665", , , 
7/25/2020 17:08,18.62,"29,604", , , 
7/25/2020 17:13,18.7,"29,522", , , 
7/25/2020 17:18,18.87,"29,594", , , 
7/25/2020 17:23,19.04,"29,460", , , 
7/25/2020 17:28,19.26,"28,959", , , 
7/25/2020 17:33,18.4,"29,348", , , 
7/25/2020 17:38,17.93,"28,969", , , 
7/25/2020 17:43,17.59,"39,526", , , 
7/25/2020 17:48,18.83,"98,918", , , 
7/25/2020 17:53,19.22,"106,332", , , 
7/25/2020 17:58,19.13,"105,062", , , 
7/25/2020 18:03,19.22,"105,513", , , 
7/25/2020 18:08,18.92,"102,646", , , 
7/25/2020 18:13,19.22,"101,089", , , 
7/25/2020 18:18,18.92,"108,012", , , 
7/25/2020 18:23,19,"114,688", , , 
7/25/2020 18:28,19,"113,091", , , 
7/25/2020 18:33,19.43,"27,412", , , 
7/25/2020 18:38,18.36,"15,713", , , 
7/25/2020 18:43,17.76,"13,481", , , 
7/25/2020 18:48,17.8,"13,737", , , 
7/25/2020 18:53,17.2,"12,365", , , 
7/25/2020 18:58,16,"25,754", , , 
7/25/2020 19:03,15.96,"19,005", , , 
7/25/2020 19:08,15.06,"28,488", , , 
7/25/2020 19:13,13.98,"24,515", , , 
7/25/2020 19:18,13.17,"17,178", , , 
7/25/2020 19:23,12.82,"30,740", , , 
7/25/2020 19:28,12.65,"26,501", , , 
7/25/2020 19:33,13.08,"28,672", , , 
7/25/2020 19:38,13.43,"27,904", , , 
7/25/2020 19:43,13.25,"19,302", , , 
7/25/2020 19:48,13.38,"17,044", , , 
7/25/2020 19:53,13.73,"16,005", , , 
7/25/2020 19:58,13.9,"21,658", , , 
7/25/2020 20:03,14.24,"17,167", , , 
7/25/2020 20:08,14.41,"16,507", , , 
7/25/2020 20:13,14.54,"16,886", , , 
7/25/2020 20:18,14.67,"21,412", , , 
7/25/2020 20:23,13.94,"21,535", , , 
7/25/2020 20:28,12.91,"17,500", , , 
7/25/2020 20:33,12.01,"24,515", , , 
7/25/2020 20:38,11.92,"20,260", , , 
7/25/2020 20:43,11.84,"15,995", , , 
7/25/2020 20:48,12.1,"13,266", , , 
7/25/2020 20:53,12.44,"18,877", , , 
7/25/2020 20:58,12.52,"13,788", , , 
7/25/2020 21:03,12.74,"13,599", , , 
7/25/2020 21:08,13,"18,893", , , 
7/25/2020 21:13,13.21,"12,037", , , 
7/25/2020 21:18,13.3,"11,653", , , 
7/25/2020 21:23,13.47,"9,357", , , 
7/25/2020 21:28,13.64,"10,998", , , 
7/25/2020 21:33,13.94,"11,182", , , 
7/25/2020 21:38,13.38,"10,557", , , 
7/25/2020 21:43,12.35,"10,378", , , 
7/25/2020 21:48,11.62,"9,923", , , 
7/25/2020 21:53,10.94,"8,876", , , 
7/25/2020 21:58,10.89,"7,895", , , 
7/25/2020 22:03,11.24,"7,427", , , 
7/25/2020 22:08,11.54,"6,753", , , 
7/25/2020 22:13,11.79,"6,653", , , 
7/25/2020 22:18,12.01,"6,541", , , 
7/25/2020 22:23,12.22,"6,124", , , 
7/25/2020 22:28,12.31,"5,901", , , 
7/25/2020 22:33,12.48,"4,483", , , 
7/25/2020 22:38,12.57,"4,365", , , 
7/25/2020 22:43,12.7,"4,068", , , 
7/25/2020 22:48,12.87,"3,418", , , 
7/25/2020 22:53,12.22,"2,949", , , 
7/25/2020 22:58,11.15,"2,460", , , 
7/25/2020 23:03,10.46,"2,270", , , 
7/25/2020 23:08,10.21,"2,222", , , 
7/25/2020 23:13,10.42,"2,013", , , 
7/25/2020 23:18,10.72,"1,887", , , 
7/25/2020 23:23,10.98,"1,612", , , 
7/25/2020 23:28,11.15,"1,360", , , 
7/25/2020 23:33,11.37,"1,052", , , 
7/25/2020 23:38,11.54,917, , , 
7/25/2020 23:43,11.71,937, , , 
7/25/2020 23:48,11.92,721, , , 
7/25/2020 23:53,12.01,464, , , 
7/25/2020 23:58,12.18,330, , , 
7/26/2020 0:03,11.67,235, , , 
7/26/2020 0:08,10.72,23, , , 
7/26/2020 0:13,10.25,4, , , 
7/26/2020 0:18,10.34,0, , , 
7/26/2020 0:23,10.64,0, , , 
7/26/2020 0:28,10.89,0, , , 
7/26/2020 0:33,11.11,0, , , 
7/26/2020 0:38,11.28,0, , , 
7/26/2020 0:43,11.49,0, , , 
7/26/2020 0:48,11.58,0, , , 
7/26/2020 0:53,11.79,0, , , 
7/26/2020 0:58,11.97,0, , , 
7/26/2020 1:03,12.1,0, , , 
7/26/2020 1:08,11.54,0, , , 
7/26/2020 1:13,10.94,0, , , 
7/26/2020 1:18,15.4,0, , , 
7/26/2020 1:23,17.89,0, , , 
7/26/2020 1:28,18.06,0, , , 
7/26/2020 1:33,17.89,0, , , 
7/26/2020 1:38,17.67,0, , , 
7/26/2020 1:43,17.46,0, , , 
7/26/2020 1:48,17.24,0, , , 
7/26/2020 1:53,17.07,0, , , 
7/26/2020 1:58,16.81,0, , , 
7/26/2020 2:03,16.64,0, , , 
7/26/2020 2:08,16.43,0, , , 
