DateTimeHOBO_UTC,Temp_Inc,Light_Inc
2/1/2019 18:59,5.347,19289
2/1/2019 19:04,5.244,16533.4
2/1/2019 19:09,5.347,14466.8
2/1/2019 19:14,5.347,12400.1
2/1/2019 19:19,5.45,9644.5
2/1/2019 19:24,5.757,12400.1
2/1/2019 19:29,5.45,9300.1
2/1/2019 19:34,5.45,7577.8
2/1/2019 19:39,5.347,7233.4
2/1/2019 19:44,5.347,7233.4
2/1/2019 19:49,5.347,7233.4
2/1/2019 19:54,5.244,6544.5
2/1/2019 19:59,5.141,7233.4
2/1/2019 20:04,5.037,6544.5
2/1/2019 20:09,4.934,5338.9
2/1/2019 20:14,4.831,5338.9
2/1/2019 20:19,4.831,5338.9
2/1/2019 20:24,4.623,5338.9
2/1/2019 20:29,4.519,7577.8
2/1/2019 20:34,4.415,5166.7
2/1/2019 20:39,4.311,5166.7
2/1/2019 20:44,4.207,4305.6
2/1/2019 20:49,4.207,4650
2/1/2019 20:54,4.207,3788.9
2/1/2019 20:59,4.102,3100
2/1/2019 21:04,3.998,4477.8
2/1/2019 21:09,3.998,4477.8
2/1/2019 21:14,3.998,4133.4
2/1/2019 21:19,4.102,3272.2
2/1/2019 21:24,3.893,2669.5
2/1/2019 21:29,3.788,1894.5
2/1/2019 21:34,3.683,1377.8
2/1/2019 21:39,3.578,1054.9
2/1/2019 21:44,3.578,839.6
2/1/2019 21:49,3.472,645.8
2/1/2019 21:54,3.472,366
2/1/2019 21:59,3.472,236.8
2/1/2019 22:04,3.472,139.9
2/1/2019 22:09,3.367,64.6
2/1/2019 22:14,3.367,21.5
2/1/2019 22:19,3.367,0
2/1/2019 22:24,3.367,0
2/1/2019 22:29,3.261,0
2/1/2019 22:34,3.261,0
2/1/2019 22:39,3.261,0
2/1/2019 22:44,3.261,0
2/1/2019 22:49,3.261,0
2/1/2019 22:54,3.261,0
2/1/2019 22:59,3.261,0
2/1/2019 23:04,3.049,0
2/1/2019 23:09,2.943,0
2/1/2019 23:14,2.837,0
2/1/2019 23:19,2.837,0
2/1/2019 23:24,2.73,0
2/1/2019 23:29,2.624,0
