cruise,cast,niskin,niskin_other_method,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag,nearest_station,distance
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,a,b,>0&<200,152,6,0.79591678,2.182214006,210,118,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,a,c,>0&<200,152,6,0.79591678,2.182214006,213,128,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,b,a,>0&<200,152,6,0.79591678,2.182214006,201,119,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,b,b,>0&<200,152,6,0.79591678,2.182214006,142,82.4,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,b,c,>0&<200,152,6,0.79591678,2.182214006,188,109,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,a,a,>0&<200,152,6,0.79591678,2.182214006,45,27.9,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,a,b,>0&<200,152,6,0.79591678,2.182214006,45,27.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,a,c,>0&<200,152,6,0.79591678,2.182214006,46.3,28.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,b,a,>0&<200,152,6,0.79591678,2.182214006,46.3,28.7,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,b,b,>0&<200,152,6,0.79591678,2.182214006,44.1,27.1,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,b,c,>0&<200,152,6,0.79591678,2.182214006,43.7,26.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,15%,a,a,>10&<200,152,6,0.79591678,2.182214006,19.6,10,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,15%,a,b,>10&<200,150,6,0.79591678,2.182214006,27,13.4,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,15%,a,c,>10&<200,152,6,0.79591678,2.182214006,20.9,10.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,15%,b,a,>10&<200,152,6,0.79591678,2.182214006,20.2,10.3,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,15%,b,b,>10&<200,152,6,0.79591678,2.182214006,20.3,10.2,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,15%,b,c,>10&<200,152,6,0.79591678,2.182214006,20,10,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,a,a,>10&<200,152,6,0.79591678,2.182214006,130,63.1,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,a,b,>10&<200,152,6,0.79591678,2.182214006,132,64.8,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,a,c,>10&<200,152,6,0.79591678,2.182214006,124,60.7,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,b,a,>10&<200,152,6,0.79591678,2.182214006,111,54.2,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,b,b,>10&<200,152,6,0.79591678,2.182214006,118,56.4,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,15%,b,c,>10&<200,152,6,0.79591678,2.182214006,107,54.1,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,a,a,>10&<200,152,6,0.79591678,2.182214006,14.2,7.47,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,a,b,>10&<200,152,6,0.79591678,2.182214006,14.9,8.02,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,a,c,>10&<200,152,6,0.79591678,2.182214006,9.96,6.02,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,b,a,>10&<200,152,6,0.79591678,2.182214006,10.3,6.48,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,b,b,>10&<200,152,6,0.79591678,2.182214006,10.5,6.3,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,15%,b,c,>10&<200,152,6,0.79591678,2.182214006,11.8,6.52,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,a,a,>0&<200,152,6,0.79591678,2.182214006,47.8,25.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,a,b,>0&<200,152,6,0.79591678,2.182214006,42.2,26.4,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,a,c,>0&<200,152,6,0.79591678,2.182214006,44.5,26.3,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,b,a,>0&<200,152,6,0.79591678,2.182214006,51.9,29.2,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,b,b,>0&<200,152,6,0.79591678,2.182214006,52.3,30.5,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,b,c,>0&<200,152,6,0.79591678,2.182214006,49.1,26.4,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,100%,a,a,>0&<200,152,6,0.79591678,2.182214006,185,107,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,100%,a,b,>0&<200,152,6,0.79591678,2.182214006,193,107,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,100%,a,c,>0&<200,152,6,0.79591678,2.182214006,173,108,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,100%,b,a,>0&<200,152,6,0.79591678,2.182214006,214,135,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,100%,b,b,>0&<200,152,6,0.79591678,2.182214006,236,142,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,NoN,100%,b,c,>0&<200,152,6,0.79591678,2.182214006,219,131,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,100%,a,a,>0&<200,152,6,0.79591678,2.182214006,29.3,16.9,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,100%,a,b,>0&<200,152,6,0.79591678,2.182214006,24.2,14.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,100%,a,c,>0&<200,152,6,0.79591678,2.182214006,24.9,15.1,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,100%,b,a,>0&<200,152,6,0.79591678,2.182214006,23.1,15.1,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,100%,b,b,>0&<200,152,6,0.79591678,2.182214006,20.1,12.2,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,wsw,N,100%,b,c,>0&<200,152,6,0.79591678,2.182214006,22.2,12.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,a,a,>10&<200,152,6,0.79591678,2.182214006,31,15.2,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,a,b,>10&<200,152,6,0.79591678,2.182214006,38.3,19,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,a,c,>10&<200,152,6,0.79591678,2.182214006,26.7,13.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,b,a,>10&<200,152,6,0.79591678,2.182214006,38,18.6,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
en644,1',20-21-22',NA',2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.19684,-70.8775733333333,2.43033333333333,20.8316,NaN,NaN,NaN,TF,dil,N,100%,b,b,>10&<200,152,6,0.79591678,2.182214006,35.4,18,0.882,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
