DateTimeHOBO_UTC,Temp_Inc,Light_Inc
2/16/2022 11:02,21.1,109.44
2/16/2022 11:07,20.63,16.89
2/16/2022 11:12,16.69,60252.16
2/16/2022 11:17,7.89,53043.2
2/16/2022 11:22,5.96,44544
2/16/2022 11:27,5.79,46202.88
2/16/2022 11:32,6.82,58961.92
2/16/2022 11:37,8.23,61521.92
2/16/2022 11:42,7.81,51937.28
2/16/2022 11:47,7.55,47349.76
2/16/2022 11:52,7.72,48455.68
2/16/2022 11:57,8.19,61972.48
2/16/2022 12:02,5.79,13148.16
2/16/2022 12:07,4.8,12247.04
2/16/2022 12:12,4.63,11822.08
2/16/2022 12:17,4.67,11970.56
2/16/2022 12:22,6.73,55828.48
2/16/2022 12:27,5.53,10603.52
2/16/2022 12:32,7.42,58122.24
2/16/2022 12:37,6.13,39372.8
2/16/2022 12:42,7.12,50872.32
2/16/2022 12:47,7.85,59555.84
2/16/2022 12:52,9.22,68362.24
2/16/2022 12:57,8.19,32573.44
2/16/2022 13:02,6.26,22476.8
2/16/2022 13:07,5.83,20142.08
2/16/2022 13:12,5.75,20300.8
2/16/2022 13:17,5.66,18749.44
2/16/2022 13:22,5.53,16409.6
2/16/2022 13:27,5.49,14310.4
2/16/2022 13:32,5.53,17950.72
2/16/2022 13:37,5.66,18416.64
2/16/2022 13:42,5.87,19650.56
2/16/2022 13:47,5.92,21626.88
2/16/2022 13:52,6.22,23726.08
2/16/2022 13:57,5.96,20065.28
2/16/2022 14:02,5.79,17105.92
2/16/2022 14:07,5.7,15805.44
2/16/2022 14:12,5.62,13496.32
2/16/2022 14:17,5.96,18181.12
2/16/2022 14:22,5.96,16573.44
2/16/2022 14:27,5.96,18641.92
2/16/2022 14:32,5.83,14714.88
2/16/2022 14:37,5.87,17121.28
2/16/2022 14:42,5.53,9313.28
2/16/2022 14:47,5.62,10360.32
2/16/2022 14:52,5.53,8865.28
2/16/2022 14:57,5.53,7183.36
2/16/2022 15:02,5.49,7178.24
2/16/2022 15:07,5.45,6128.64
2/16/2022 15:12,5.57,9456.64
2/16/2022 15:17,5.66,9955.84
2/16/2022 15:22,5.83,11438.08
2/16/2022 15:27,6.05,11873.28
2/16/2022 15:32,5.96,8716.8
2/16/2022 15:37,5.92,7715.84
2/16/2022 15:42,5.87,7093.76
2/16/2022 15:47,5.87,6581.76
2/16/2022 15:52,5.92,6824.96
2/16/2022 15:57,5.87,6384.64
2/16/2022 16:02,5.96,6238.72
2/16/2022 16:07,6,7272.96
2/16/2022 16:12,6.09,6863.36
2/16/2022 16:17,6.13,6046.72
2/16/2022 16:22,6,5478.4
2/16/2022 16:27,5.87,4108.8
2/16/2022 16:32,5.83,3196.16
2/16/2022 16:36,,
2/16/2022 16:36,,
2/16/2022 16:37,5.83,2501.76
2/16/2022 16:42,5.75,2041.6
2/16/2022 16:47,5.7,1677.44
2/16/2022 16:52,5.7,1374.72
2/16/2022 16:57,5.66,1088
2/16/2022 17:02,5.66,815.36
2/16/2022 17:07,5.66,560.96
2/16/2022 17:12,5.66,363.68
2/16/2022 17:14,,
2/16/2022 17:17,5.75,213.52
2/16/2022 17:22,5.62,127.28
2/16/2022 17:27,5.53,60.38
2/16/2022 17:32,5.57,23.5
2/16/2022 17:37,5.49,10.22
2/16/2022 17:42,5.49,4.41
2/16/2022 17:47,5.45,2.4
2/16/2022 17:52,5.45,1.8
2/16/2022 17:57,5.45,2
2/16/2022 18:02,5.45,1.8
2/16/2022 18:07,5.4,1.8
2/16/2022 18:12,5.4,1.8
2/16/2022 18:17,5.36,1.8
2/16/2022 18:22,5.36,1.8
2/16/2022 18:27,5.36,1.8
2/16/2022 18:32,5.27,1.8
2/16/2022 18:37,5.19,1.8
2/16/2022 18:42,5.15,1.8
2/16/2022 18:47,5.06,1.8
2/16/2022 18:52,5.06,1.8
2/16/2022 18:57,4.97,1.8
2/16/2022 19:02,4.93,1.8
2/16/2022 19:07,4.84,1.8
2/16/2022 19:12,4.76,1.8
2/16/2022 19:17,4.72,1.8
2/16/2022 19:22,4.63,1.8
2/16/2022 19:27,4.67,1.8
2/16/2022 19:32,4.63,1.8
2/16/2022 19:37,4.63,2.2
2/16/2022 19:42,4.59,1.8
2/16/2022 19:47,4.54,1.8
2/16/2022 19:52,4.63,1.8
