DateTimeHOBO_UTC,Temp_Inc,Light_Inc
2/16/2022 16:01,21.19,105.2
2/16/2022 16:06,20.68,2.34
2/16/2022 16:11,13.73,35379.2
2/16/2022 16:16,6.86,48926.72
2/16/2022 16:21,5.62,45076.48
2/16/2022 16:26,5.87,47923.2
2/16/2022 16:31,6.13,55132.16
2/16/2022 16:36,7.81,80056.32
2/16/2022 16:41,4.54,9856
2/16/2022 16:46,4.16,9630.72
2/16/2022 16:51,4.12,9126.4
2/16/2022 16:56,4.16,10245.12
2/16/2022 17:01,4.12,8765.44
2/16/2022 17:06,4.12,8983.04
2/16/2022 17:11,4.2,8588.8
2/16/2022 17:16,4.24,8430.08
2/16/2022 17:21,4.24,8204.8
2/16/2022 17:26,4.29,8007.68
2/16/2022 17:31,4.37,9154.56
2/16/2022 17:36,4.54,9228.8
2/16/2022 17:41,4.63,9405.44
2/16/2022 17:46,4.54,9474.56
2/16/2022 17:51,4.76,10211.84
2/16/2022 17:56,5.06,16143.36
2/16/2022 18:01,5.32,18790.4
2/16/2022 18:06,5.45,18411.52
2/16/2022 18:11,5.27,16768
2/16/2022 18:16,5.23,15252.48
2/16/2022 18:21,5.23,14351.36
2/16/2022 18:26,5.23,12405.76
2/16/2022 18:31,5.23,14310.4
2/16/2022 18:36,5.32,15339.52
2/16/2022 18:41,5.53,19235.84
2/16/2022 18:46,5.49,16798.72
2/16/2022 18:51,5.75,19870.72
2/16/2022 18:56,5.75,18160.64
2/16/2022 19:01,5.57,15232
2/16/2022 19:06,5.49,13936.64
2/16/2022 19:11,5.62,15339.52
2/16/2022 19:16,5.83,19174.4
2/16/2022 19:21,5.62,15360
2/16/2022 19:26,5.62,13926.4
2/16/2022 19:31,5.62,13455.36
2/16/2022 19:36,5.79,16240.64
2/16/2022 19:41,5.45,9446.4
2/16/2022 19:46,5.4,10618.88
2/16/2022 19:51,5.32,7736.32
2/16/2022 19:56,5.4,8102.4
2/16/2022 20:01,5.32,6937.6
2/16/2022 20:06,5.27,5171.2
2/16/2022 20:11,5.45,8691.2
2/16/2022 20:16,5.53,8007.68
2/16/2022 20:21,5.66,9871.36
2/16/2022 20:26,5.83,9413.12
2/16/2022 20:31,5.87,8880.64
2/16/2022 20:36,5.96,7912.96
2/16/2022 20:41,5.92,6858.24
2/16/2022 20:46,5.87,6305.28
2/16/2022 20:51,5.96,6650.88
2/16/2022 20:56,5.96,6213.12
2/16/2022 21:01,6.05,6364.16
2/16/2022 21:06,6.09,7004.16
2/16/2022 21:11,6.43,8450.56
2/16/2022 21:16,6.43,7761.92
2/16/2022 21:21,6.3,7203.84
2/16/2022 21:26,6.13,4597.76
2/16/2022 21:31,6.05,3432.96
2/16/2022 21:36,5.96,2035.84
2/16/2022 21:41,5.79,1674.24
2/16/2022 21:46,5.75,1352.96
2/16/2022 21:51,5.7,1103.36
2/16/2022 21:56,5.75,888.32
2/16/2022 22:01,5.75,675.2
2/16/2022 22:06,5.75,462.72
2/16/2022 22:11,5.66,294.72
2/16/2022 22:16,6.05,241.52
2/16/2022 22:21,5.66,149.84
2/16/2022 22:26,5.66,77.92
2/16/2022 22:31,5.62,31.6
2/16/2022 22:36,5.62,12.36
2/16/2022 22:41,5.53,5.32
2/16/2022 22:46,5.53,2.55
2/16/2022 22:51,5.53,2.13
2/16/2022 22:56,5.49,1.7
2/16/2022 23:01,5.53,0.63
2/16/2022 23:06,5.49,0.63
2/16/2022 23:11,5.49,0
2/16/2022 23:16,5.45,0
2/16/2022 23:21,5.49,0
2/16/2022 23:26,5.45,0
2/16/2022 23:31,5.36,0.21
2/16/2022 23:36,5.32,0.21
2/16/2022 23:41,5.19,0.21
2/16/2022 23:46,5.15,0.21
2/16/2022 23:51,5.1,0.63
2/16/2022 23:56,5.02,0.85
2/17/2022 0:01,4.97,0.85
2/17/2022 0:06,4.84,0.85
2/17/2022 0:11,4.84,0.85
2/17/2022 0:16,4.72,0.85
2/17/2022 0:21,4.67,0.85
2/17/2022 0:26,4.63,0.85
2/17/2022 0:31,4.67,0.85
2/17/2022 0:36,4.59,1.06
2/17/2022 0:41,4.59,1.06
2/17/2022 0:46,4.59,0.85
2/17/2022 0:51,4.63,1.06
2/17/2022 0:56,4.59,1.06
2/17/2022 1:01,4.67,1.06
2/17/2022 1:06,4.76,1.06
2/17/2022 1:11,4.72,1.06
2/17/2022 1:16,4.8,1.06
2/17/2022 1:21,4.84,1.06
2/17/2022 1:26,4.84,1.06
2/17/2022 1:31,4.93,1.06
2/17/2022 1:36,5.02,1.06
2/17/2022 1:41,5.06,1.06
2/17/2022 1:46,5.1,13.85
2/17/2022 1:51,5.15,13.64
2/17/2022 1:56,5.19,13.85
2/17/2022 2:01,5.27,13.64
2/17/2022 2:06,5.23,12.36
2/17/2022 2:11,5.27,17.9
2/17/2022 2:16,5.27,26.43
2/17/2022 2:21,5.27,26.06
2/17/2022 2:26,5.27,26.06
2/17/2022 2:31,5.27,26.43
2/17/2022 2:36,5.32,26.48
2/17/2022 2:41,5.27,1.06
2/17/2022 2:46,5.27,1.06
2/17/2022 2:51,5.32,1.06
2/17/2022 2:56,5.27,1.06
2/17/2022 3:01,5.27,1.06
2/17/2022 3:06,5.32,1.06
2/17/2022 3:11,5.36,1.06
2/17/2022 3:16,5.32,1.06
2/17/2022 3:21,5.27,0.85
2/17/2022 3:26,5.32,0.85
2/17/2022 3:31,5.32,0.85
2/17/2022 3:36,5.32,0.85
2/17/2022 3:41,5.36,0.63
2/17/2022 3:46,5.36,0
2/17/2022 3:51,5.36,0
2/17/2022 3:56,5.32,0
2/17/2022 4:01,5.36,0
2/17/2022 4:06,5.36,0
2/17/2022 4:11,5.49,0
2/17/2022 4:16,5.49,0
2/17/2022 4:21,5.53,0
2/17/2022 4:26,5.53,0
2/17/2022 4:31,5.57,0
2/17/2022 4:36,5.62,0
2/17/2022 4:41,5.66,0
