DateTimeHOBO_UTC,Temp_Inc,Light_Inc
8/20/2019 12:16,22.717,64.6
8/20/2019 12:21,23.966,15155.7
8/20/2019 12:26,24.351,20666.8
8/20/2019 12:31,24.255,13777.9
8/20/2019 12:36,24.255,15155.7
8/20/2019 12:41,24.351,14466.8
8/20/2019 12:46,24.738,13089
8/20/2019 12:51,26.097,16533.4
8/20/2019 12:56,27.567,126756.4
8/20/2019 13:01,29.552,143289.8
8/20/2019 13:06,30.659,154312.1
8/20/2019 13:11,31.574,148801
8/20/2019 13:16,32.291,159823.3
8/20/2019 13:21,32.704,165334.4
8/20/2019 13:26,33.43,170845.6
8/20/2019 13:31,33.953,176356.7
8/20/2019 13:36,33.953,176356.7
8/20/2019 13:41,34.268,176356.7
8/20/2019 13:46,34.058,176356.7
8/20/2019 13:51,34.479,187379
8/20/2019 13:56,34.691,209423.6
8/20/2019 14:01,35.115,209423.6
8/20/2019 14:06,35.971,220445.9
8/20/2019 14:11,36.62,176356.7
8/20/2019 14:16,35.649,176356.7
8/20/2019 14:21,35.328,176356.7
8/20/2019 14:26,36.187,187379
8/20/2019 14:31,36.187,187379
8/20/2019 14:36,36.403,198401.3
8/20/2019 14:41,35.864,198401.3
8/20/2019 14:46,33.535,35822.5
8/20/2019 14:51,31.268,17222.3
8/20/2019 14:56,30.558,19977.9
8/20/2019 15:01,32.394,31689.1
8/20/2019 15:06,34.374,148801
8/20/2019 15:11,35.222,198401.3
8/20/2019 15:16,35.971,176356.7
8/20/2019 15:21,35.649,170845.6
8/20/2019 15:26,35.971,176356.7
8/20/2019 15:31,36.187,165334.4
8/20/2019 15:36,35.756,198401.3
8/20/2019 15:41,34.796,198401.3
8/20/2019 15:46,35.328,198401.3
8/20/2019 15:51,35.542,209423.6
8/20/2019 15:56,35.435,231468.2
8/20/2019 16:01,32.704,26178
8/20/2019 16:06,28.754,99200.7
8/20/2019 16:11,28.06,57867
8/20/2019 16:16,27.468,93689.5
8/20/2019 16:21,27.665,79911.6
8/20/2019 16:26,27.961,93689.5
8/20/2019 16:31,28.159,115734.1
8/20/2019 16:36,28.357,115734.1
8/20/2019 16:41,28.06,44089.2
8/20/2019 16:46,27.961,44089.2
8/20/2019 16:51,28.159,79911.6
8/20/2019 16:56,28.357,44089.2
8/20/2019 17:01,28.456,60622.6
8/20/2019 17:06,28.159,52355.9
8/20/2019 17:11,27.961,57867
8/20/2019 17:16,28.159,60622.6
8/20/2019 17:21,27.961,55111.5
8/20/2019 17:26,28.06,52355.9
8/20/2019 17:31,27.665,41333.6
8/20/2019 17:36,27.961,44089.2
8/20/2019 17:41,28.258,46844.8
8/20/2019 17:46,28.159,38578
8/20/2019 17:51,28.258,55111.5
8/20/2019 17:56,28.258,37200.2
8/20/2019 18:01,28.06,44089.2
8/20/2019 18:06,28.357,57867
8/20/2019 18:11,28.258,41333.6
8/20/2019 18:16,27.961,33066.9
8/20/2019 18:21,27.961,22044.6
8/20/2019 18:26,28.06,21355.7
8/20/2019 18:31,27.862,22044.6
8/20/2019 18:36,27.567,24800.2
8/20/2019 18:41,27.961,24800.2
8/20/2019 18:46,29.053,38578
8/20/2019 18:51,28.953,22044.6
8/20/2019 18:56,27.272,15844.5
8/20/2019 19:01,27.764,18600.1
8/20/2019 19:06,27.173,13089
8/20/2019 19:11,27.075,13777.9
8/20/2019 19:16,27.272,16533.4
8/20/2019 19:21,28.357,16533.4
8/20/2019 19:26,27.37,12400.1
8/20/2019 19:31,27.272,11711.2
8/20/2019 19:36,26.781,8611.2
8/20/2019 19:41,27.567,68889.3
8/20/2019 19:46,28.06,71644.9
8/20/2019 19:51,27.764,18600.1
8/20/2019 19:56,28.06,52355.9
8/20/2019 20:01,28.655,17911.2
8/20/2019 20:06,27.37,11022.3
8/20/2019 20:11,26.879,10333.4
8/20/2019 20:16,27.665,13777.9
8/20/2019 20:21,27.075,11711.2
8/20/2019 20:26,28.357,14466.8
8/20/2019 20:31,27.665,10677.8
8/20/2019 20:36,27.961,12400.1
8/20/2019 20:41,29.152,16533.4
8/20/2019 20:46,28.754,16533.4
8/20/2019 20:51,28.159,15155.7
8/20/2019 20:56,28.754,18600.1
8/20/2019 21:01,29.152,16533.4
8/20/2019 21:06,28.853,16533.4
8/20/2019 21:11,29.053,14466.8
8/20/2019 21:16,28.754,12400.1
8/20/2019 21:21,28.456,10677.8
8/20/2019 21:26,27.567,8611.2
8/20/2019 21:31,27.961,11022.3
8/20/2019 21:36,26.292,5338.9
8/20/2019 21:41,26.195,6200
8/20/2019 21:46,28.159,10333.4
8/20/2019 21:51,28.159,9644.5
8/20/2019 21:56,27.862,8611.2
8/20/2019 22:01,27.173,6200
8/20/2019 22:06,25.902,7233.4
8/20/2019 22:11,26,3788.9
8/20/2019 22:16,25.319,3788.9
8/20/2019 22:21,25.222,2927.8
8/20/2019 22:26,25.222,3444.5
8/20/2019 22:31,26,5166.7
8/20/2019 22:36,26.097,5166.7
8/20/2019 22:41,25.416,2497.2
8/20/2019 22:46,25.805,4822.3
8/20/2019 22:51,25.513,3961.1
8/20/2019 22:56,25.028,1980.6
8/20/2019 23:01,24.835,1980.6
8/20/2019 23:06,24.545,1377.8
8/20/2019 23:11,24.351,1130.2
8/20/2019 23:16,24.351,968.8
8/20/2019 23:21,24.255,645.8
8/20/2019 23:26,24.255,387.5
8/20/2019 23:31,24.158,226
8/20/2019 23:36,24.158,139.9
8/20/2019 23:41,24.062,75.3
8/20/2019 23:46,23.966,32.3
8/20/2019 23:51,23.869,0
8/20/2019 23:56,23.773,0
8/21/2019 0:01,23.773,0
8/21/2019 0:06,23.677,0
8/21/2019 0:11,23.677,0
8/21/2019 0:16,23.581,0
8/21/2019 0:21,23.484,0
8/21/2019 0:26,23.292,0
8/21/2019 0:31,23.1,0
8/21/2019 0:36,23.004,0
8/21/2019 0:41,22.908,0
8/21/2019 0:46,22.812,0
8/21/2019 0:51,22.717,0
8/21/2019 0:56,22.621,0
8/21/2019 1:01,22.525,0
8/21/2019 1:06,22.525,0
8/21/2019 1:11,22.525,0
8/21/2019 1:16,22.525,0
8/21/2019 1:21,22.525,0
8/21/2019 1:26,22.525,0
8/21/2019 1:31,22.621,0
8/21/2019 1:36,22.621,0
8/21/2019 1:41,22.621,0
8/21/2019 1:46,22.621,0
8/21/2019 1:51,22.621,0
8/21/2019 1:56,22.621,0
8/21/2019 2:01,22.621,0
8/21/2019 2:06,22.717,0
8/21/2019 2:11,22.717,0
8/21/2019 2:16,22.717,0
8/21/2019 2:21,22.812,0
