cruise,cast,niskin,niskin_second_cast,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,dil,NA,NA,NA,c,>10&<200,152,6,0.776503022,2.22867365,4.86,3.09,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,a,>0&<200,152,6,0.776503022,2.22867365,76.1,44.1,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,b,>0&<200,152,6,0.776503022,2.22867365,75.4,44.3,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,c,>0&<200,152,6,0.776503022,2.22867365,78.1,44.1,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,a,>10&<200,152,6,0.776503022,2.22867365,17.3,10.3,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,b,>10&<200,152,6,0.776503022,2.22867365,17.8,9.72,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,c,>10&<200,152,6,0.776503022,2.22867365,17.5,9.38,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,a,a,>0&<200,152,6,0.776503022,2.22867365,19.1,12,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,a,b,>0&<200,152,6,0.776503022,2.22867365,19.7,11.8,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,a,c,>0&<200,152,6,0.776503022,2.22867365,20.1,11.7,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,b,a,>0&<200,152,6,0.776503022,2.22867365,19.2,12.3,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,b,b,>0&<200,152,6,0.776503022,2.22867365,13.9,12.1,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,b,c,>0&<200,152,6,0.776503022,2.22867365,22.2,14.2,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,c,a,>0&<200,152,6,0.776503022,2.22867365,18.4,11.4,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,c,b,>0&<200,152,6,0.776503022,2.22867365,18,11.7,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,c,c,>0&<200,152,6,0.776503022,2.22867365,19.4,11.3,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,a,a,>0&<200,152,6,0.776503022,2.22867365,84.2,50.4,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,a,b,>0&<200,152,6,0.776503022,2.22867365,70.6,46.9,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,a,c,>0&<200,152,6,0.776503022,2.22867365,78.1,52.6,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,b,a,>0&<200,152,6,0.776503022,2.22867365,67.8,43.3,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,b,b,>0&<200,152,6,0.776503022,2.22867365,71.4,41.8,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,b,c,>0&<200,152,6,0.776503022,2.22867365,73.7,43.5,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,a,a,>0&<200,152,6,0.776503022,2.22867365,69.7,40.47,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,a,b,>0&<200,152,6,0.776503022,2.22867365,71.1,41,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,a,c,>0&<200,152,6,0.776503022,2.22867365,73.4,42,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,b,a,>0&<200,152,6,0.776503022,2.22867365,76.1,45.3,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,b,b,>0&<200,152,6,0.776503022,2.22867365,77.2,48.4,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,b,c,>0&<200,152,6,0.776503022,2.22867365,79.3,48.5,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,c,a,>0&<200,152,6,0.776503022,2.22867365,88.8,50.9,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,c,b,>0&<200,152,6,0.776503022,2.22867365,96.3,53.4,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,c,c,>0&<200,152,6,0.776503022,2.22867365,86.6,55.6,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,a,a,>10&<200,152,6,0.776503022,2.22867365,4.57,3.34,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,a,b,>10&<200,152,6,0.776503022,2.22867365,4.71,3.07,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,a,c,>10&<200,152,6,0.776503022,2.22867365,4.23,3.17,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,b,a,>10&<200,100,6,0.776503022,2.22867365,3.13,2.46,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,b,b,>10&<200,152,6,0.776503022,2.22867365,4.04,2.78,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,b,c,>10&<200,152,6,0.776503022,2.22867365,3.31,2.55,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,c,a,>10&<200,152,6,0.776503022,2.22867365,4.94,3.13,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,c,b,>10&<200,152,6,0.776503022,2.22867365,4.26,3.25,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,1%,c,c,>10&<200,152,6,0.776503022,2.22867365,3.75,2.5,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,a,a,>10&<200,152,6,0.776503022,2.22867365,13.2,8.02,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,a,b,>10&<200,152,6,0.776503022,2.22867365,12.2,7.08,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,a,c,>10&<200,152,6,0.776503022,2.22867365,14.8,9.22,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,b,a,>10&<200,152,6,0.776503022,2.22867365,19.1,9.86,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,b,b,>10&<200,152,6,0.776503022,2.22867365,18.9,10,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,1%,b,c,>10&<200,152,6,0.776503022,2.22867365,17.7,9.51,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,a,a,>10&<200,152,6,0.776503022,2.22867365,19.3,9.93,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,a,b,>10&<200,152,6,0.776503022,2.22867365,18.6,10.3,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,a,c,>10&<200,152,6,0.776503022,2.22867365,18.9,9.93,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,b,a,>10&<200,152,6,0.776503022,2.22867365,18.9,9.98,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,b,b,>10&<200,152,6,0.776503022,2.22867365,20.7,10.9,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,b,c,>10&<200,152,6,0.776503022,2.22867365,19.9,10.5,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,c,a,>10&<200,152,6,0.776503022,2.22867365,12.2,6.84,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,c,b,>10&<200,152,6,0.776503022,2.22867365,20.5,10.7,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',10-11-12',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,1%,c,c,>10&<200,152,6,0.776503022,2.22867365,20.7,10.9,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,dil,NA,NA,NA,a,>0&<200,152,6,0.776503022,2.22867365,4.91,3.12,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,dil,NA,NA,NA,b,>0&<200,152,6,0.776503022,2.22867365,5.12,3.17,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,dil,NA,NA,NA,c,>0&<200,152,6,0.776503022,2.22867365,4.96,3.17,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,dil,NA,NA,NA,a,>10&<200,152,6,0.776503022,2.22867365,1.66,1.27,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,dil,NA,NA,NA,b,>10&<200,152,6,0.776503022,2.22867365,1.86,1.41,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,dil,NA,NA,NA,c,>10&<200,152,6,0.776503022,2.22867365,1.65,1.33,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,a,>0&<200,152,6,0.776503022,2.22867365,26.7,13.5,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,b,>0&<200,152,6,0.776503022,2.22867365,25,13.7,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,c,>0&<200,152,6,0.776503022,2.22867365,24.8,13.8,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,a,>10&<200,152,6,0.776503022,2.22867365,4.85,3.07,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,b,>10&<200,152,6,0.776503022,2.22867365,4.35,2.72,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T0,wsw,NA,NA,NA,c,>10&<200,152,6,0.776503022,2.22867365,4.45,2.75,1.05,1.03,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,a,a,>0&<200,152,6,0.776503022,2.22867365,10,6.41,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,a,b,>0&<200,152,6,0.776503022,2.22867365,10.1,7,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,a,c,>0&<200,152,6,0.776503022,2.22867365,10.6,6.32,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,b,a,>0&<200,152,6,0.776503022,2.22867365,9.87,5.82,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,b,b,>0&<200,152,6,0.776503022,2.22867365,8.99,5.45,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,b,c,>0&<200,152,6,0.776503022,2.22867365,8.95,5.66,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,c,a,>0&<200,152,6,0.776503022,2.22867365,8.39,5.2,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,c,b,>0&<200,152,6,0.776503022,2.22867365,8.65,5.19,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,dil,N,65%,c,c,>0&<200,152,6,0.776503022,2.22867365,8.38,4.95,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,65%,a,a,>0&<200,152,6,0.776503022,2.22867365,32.6,18.6,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,65%,a,b,>0&<200,152,6,0.776503022,2.22867365,30.5,18,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,65%,a,c,>0&<200,152,6,0.776503022,2.22867365,32.5,18.6,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,65%,b,a,>0&<200,152,6,0.776503022,2.22867365,32.3,17.9,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,65%,b,b,>0&<200,152,6,0.776503022,2.22867365,31.6,17.5,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,NoN,65%,b,c,>0&<200,152,6,0.776503022,2.22867365,32.2,18.5,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,65%,a,a,>0&<200,152,6,0.776503022,2.22867365,42.6,27.4,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,65%,a,b,>0&<200,152,6,0.776503022,2.22867365,46.5,25.7,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
en687,5',22-23-24',NA,L4,NaN,2022-07-30 13:05:00+00:00,2022-07-31 13:25:00+00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TF,wsw,N,65%,a,c,>0&<200,152,6,0.776503022,2.22867365,46.7,25.8,1.05,1.035,NaN,NaN,NaN,NaN,NaN,NaN
