DateTimeHOBO_UTC,Temp_Inc,Light_Inc
7/16/2021 17:57,26.488,538.2
7/16/2021 17:58,26.585,549
7/16/2021 17:59,27.272,0
7/16/2021 18:00,28.159,0
7/16/2021 18:01,27.468,10.8
7/16/2021 18:02,27.075,10.8
7/16/2021 18:03,27.862,71644.9
7/16/2021 18:04,27.961,66133.8
7/16/2021 18:05,28.06,66133.8
7/16/2021 18:06,28.06,68889.3
7/16/2021 18:07,28.06,66133.8
7/16/2021 18:08,28.159,66133.8
7/16/2021 18:09,28.159,60622.6
7/16/2021 18:10,28.06,60622.6
7/16/2021 18:11,28.159,60622.6
7/16/2021 18:12,28.258,60622.6
7/16/2021 18:13,28.258,57867
7/16/2021 18:14,28.258,66133.8
7/16/2021 18:15,28.258,63378.2
7/16/2021 18:16,28.258,66133.8
7/16/2021 18:17,28.258,63378.2
7/16/2021 18:18,28.258,66133.8
7/16/2021 18:19,28.258,63378.2
7/16/2021 18:20,28.258,63378.2
7/16/2021 18:21,28.357,66133.8
7/16/2021 18:22,28.357,63378.2
7/16/2021 18:23,28.357,57867
7/16/2021 18:24,28.357,63378.2
7/16/2021 18:25,28.258,63378.2
7/16/2021 18:26,28.06,57867
7/16/2021 18:27,27.961,52355.9
7/16/2021 18:28,28.159,57867
7/16/2021 18:29,28.357,60622.6
7/16/2021 18:30,28.357,57867
7/16/2021 18:31,28.357,63378.2
7/16/2021 18:32,28.357,60622.6
7/16/2021 18:33,28.258,57867
7/16/2021 18:34,28.159,24800.2
7/16/2021 18:35,27.961,26178
7/16/2021 18:36,27.862,22044.6
7/16/2021 18:37,27.961,41333.6
7/16/2021 18:38,28.06,60622.6
7/16/2021 18:39,28.06,57867
7/16/2021 18:40,27.961,23422.4
7/16/2021 18:41,27.862,22044.6
7/16/2021 18:42,27.862,27555.7
7/16/2021 18:43,27.862,55111.5
7/16/2021 18:44,27.862,20666.8
7/16/2021 18:45,27.862,22044.6
7/16/2021 18:46,27.961,22044.6
7/16/2021 18:47,27.862,20666.8
7/16/2021 18:48,27.862,22044.6
7/16/2021 18:49,27.862,34444.7
7/16/2021 18:50,27.961,37200.2
7/16/2021 18:51,27.961,46844.8
7/16/2021 18:52,27.961,22044.6
7/16/2021 18:53,28.06,20666.8
7/16/2021 18:54,28.159,44089.2
7/16/2021 18:55,28.159,38578
7/16/2021 18:56,28.159,49600.3
7/16/2021 18:57,28.159,23422.4
7/16/2021 18:58,28.159,20666.8
7/16/2021 18:59,28.258,39955.8
7/16/2021 19:00,28.159,52355.9
7/16/2021 19:01,28.258,28933.5
7/16/2021 19:02,28.357,46844.8
7/16/2021 19:03,28.357,46844.8
7/16/2021 19:04,28.456,57867
7/16/2021 19:05,28.555,49600.3
7/16/2021 19:06,28.555,42711.4
7/16/2021 19:07,28.555,20666.8
7/16/2021 19:08,28.555,49600.3
7/16/2021 19:09,28.555,46844.8
7/16/2021 19:10,28.655,49600.3
7/16/2021 19:11,28.655,46844.8
7/16/2021 19:12,28.655,52355.9
7/16/2021 19:13,28.655,39955.8
7/16/2021 19:14,28.655,46844.8
7/16/2021 19:15,28.655,57867
7/16/2021 19:16,28.655,55111.5
7/16/2021 19:17,28.655,49600.3
7/16/2021 19:18,28.655,46844.8
7/16/2021 19:19,28.754,49600.3
7/16/2021 19:20,28.754,42711.4
7/16/2021 19:21,28.754,44089.2
7/16/2021 19:22,28.754,28933.5
7/16/2021 19:23,28.655,28933.5
7/16/2021 19:24,28.655,52355.9
7/16/2021 19:25,28.655,41333.6
7/16/2021 19:26,28.655,49600.3
7/16/2021 19:27,28.655,24800.2
7/16/2021 19:28,28.754,44089.2
7/16/2021 19:29,28.853,41333.6
7/16/2021 19:30,28.853,39955.8
7/16/2021 19:31,28.853,31689.1
